2: 61, 42, 7, 39, 44, 32
3: 61, 39, 58, 63, 52, 37
4: 43, 20, 50, 61, 31, 9
5: 22, 3, 35, 23, 24, 44
6: 4, 44, 7, 9, 14, 59
7: 59, 0, 15, 2, 4, 48
8: 48, 2, 59, 43, 53, 11
9: 36, 26, 21, 40, 43, 54
10: 56, 8, 3, 52, 10, 45
11: 21, 62, 45, 42, 39, 58
12: 34, 20, 14, 30, 51, 9
13: 38, 55, 19, 25, 61, 51
14: 35, 29, 40, 5, 20, 6
15: 1, 21, 60, 18, 34, 56
16: 23, 35, 20, 30, 1, 10
17: 22, 11, 39, 34, 36, 30
18: 47, 7, 0, 43, 55, 63
19: 4, 21, 33, 17, 20, 7
20: 59, 32, 27, 11, 3, 4
21: 50, 57, 53, 44, 12, 63
22: 28, 6, 18, 61, 44, 50
23: 17, 50, 51, 46, 26, 25
24: 13, 55, 16, 20, 46, 39
25: 5, 54, 14, 58, 51, 18
26: -1, -1, -1, -1, -1, -1
%%%%%%%%%%%%%%%%%%%%%%

1: 7, 30, 31, 33, 29, 6
2: 27, 60, 26, 57, 18, 20
3: 3, 10, 35, 29, 2, 17
4: 14, 1, 46, 48, 62, 40
5: 13, 34, 44, 57, 42, 54
6: 32, 4, 29, 20, 3, 27
7: 39, 11, 27, 24, 47, 15
8: 13, 11, 30, 59, 24, 2
9: 55, 7, 4, 60, 34, 26
10: 49, 10, 16, 20, 42, 25
11: 62, 42, 2, 40, 59, 27
12: 22, 31, 52, 62, 33, 21
13: 55, 63, 26, 15, 22, 16
14: 55, 46, 20, 8, 5, 14
15: 26, 36, 25, 1, 27, 60
16: 25, 20, 32, 40, 60, 30
17: 45, 47, 10, 58, 22, 2
18: 49, 7, 0, 47, 14, 63
19: 20, 57, 42, 39, 17, 35
20: 21, 27, 23, 41, 3, 5
21: 22, 41, 51, 29, 57, 3
22: 6, 10, 12, 16, 47, 43
23: 18, 46, 50, 10, 36, 28
24: 20, 9, 46, 16, 23, 54
25: 17, 20, 6, 27, 54, 58
26: -1, -1, -1, -1, -1, -1
%%%%%%%%%%%%%%%%%%%%%%

1: 31, 57, 50, 19, 36, 2
2: 62, 46, 47, 8, 15, 4
3: 48, 60, 55, 22, 21, 0
4: 3, 52, 22, 39, 60, 18
5: 56, 27, 12, 17, 43, 18
6: 33, 12, 18, 60, 16, 11
7: 8, 59, 15, 33, 55, 21
8: 12, 6, 59, 2, 43, 17
9: 36, 48, 8, 58, 1, 25
10: 11, 29, 60, 17, 51, 44
11: 57, 47, 7, 8, 62, 17
12: 7, 30, 14, 8, 56, 29
13: 44, 21, 43, 29, 18, 42
14: 25, 33, 12, 9, 15, 30
15: 16, 8, 0, 13, 63, 19
16: 42, 43, 41, 10, 24, 38
17: 40, 16, 18, 25, 1, 42
18: 48, 0, 60, 46, 57, 8
19: 53, 19, 47, 60, 34, 52
20: 3, 50, 25, 22, 4, 5
21: 53, 23, 27, 25, 48, 14
22: 40, 46, 60, 21, 52, 20
23: 6, 40, 57, 23, 29, 44
24: 58, 3, 37, 61, 51, 22
25: 1, 45, 40, 12, 10, 42
26: -1, -1, -1, -1, -1, -1
%%%%%%%%%%%%%%%%%%%%%%

1: 13, 26, 41, 8, 4, 51
2: 27, 38, 29, 23, 3, 62
3: 7, 46, 48, 47, 0, 60
4: 41, 60, 34, 18, 36, 13
5: 39, 18, 12, 50, 21, 38
6: 11, 50, 16, 37, 56, 46
7: 38, 42, 26, 41, 21, 8
8: 55, 45, 3, 10, 8, 43
9: 35, 1, 48, 41, 58, 46
10: 55, 60, 17, 11, 29, 44
11: 47, 8, 43, 7, 28, 25
12: 48, 7, 38, 29, 41, 30
13: 44, 21, 33, 6, 29, 18
14: 33, 25, 28, 9, 7, 12
15: 16, 8, 0, 30, 49, 5
16: 41, 24, 15, 17, 10, 42
17: 40, 18, 62, 48, 55, 2
18: 30, 46, 0, 18, 60, 59
19: 24, 30, 47, 19, 25, 53
20: 50, 5, 22, 3, 14, 4
21: 53, 55, 27, 48, 30, 23
22: 39, 60, 21, 46, 54, 40
23: 23, 22, 57, 6, 54, 60
24: 33, 40, 37, 34, 10, 61
25: 39, 10, 1, 36, 57, 42
26: -1, -1, -1, -1, -1, -1
%%%%%%%%%%%%%%%%%%%%%%

1: 37, 52, 40, 14, 13, 1
2: 27, 58, 35, 42, 14, 28
3: 7, 42, 38, 27, 62, 17
4: 10, 13, 18, 40, 19, 32
5: 40, 25, 1, 21, 38, 24
6: 19, 28, 59, 51, 6, 27
7: 55, 50, 61, 33, 3, 59
8: 49, 52, 12, 32, 42, 36
9: 8, 25, 10, 43, 17, 0
10: 57, 51, 3, 61, 17, 13
11: 15, 23, 7, 10, 44, 24
12: 23, 37, 30, 4, 8, 28
13: 14, 43, 9, 47, 3, 54
14: 49, 7, 12, 24, 27, 26
15: 10, 58, 26, 52, 8, 45
16: 8, 62, 3, 61, 13, 37
17: 5, 3, 28, 27, 44, 26
18: 13, 22, 52, 36, 10, 39
19: 3, 31, 53, 46, 0, 36
20: 6, 38, 34, 43, 49, 63
21: 7, 0, 21, 4, 19, 15
22: 58, 32, 15, 45, 19, 5
23: 33, 20, 13, 37, 24, 58
24: 33, 7, 47, 2, 41, 15
25: 25, 62, 56, 60, 8, 15
26: -1, -1, -1, -1, -1, -1
%%%%%%%%%%%%%%%%%%%%%%

1: 52, 9, 25, 62, 43, 20
2: 38, 25, 29, 14, 57, 19
3: 7, 51, 22, 42, 45, 10
4: 16, 13, 26, 18, 29, 63
5: 17, 21, 41, 24, 40, 43
6: 34, 18, 39, 19, 12, 35
7: 55, 8, 50, 33, 32, 48
8: 12, 42, 6, 17, 27, 59
9: 8, 25, 33, 38, 46, 19
10: 51, 3, 17, 41, 11, 59
11: 7, 0, 5, 62, 43, 51
12: 41, 9, 30, 61, 60, 14
13: 43, 25, 19, 34, 9, 30
14: 12, 1, 57, 40, 5, 4
15: 34, 6, 13, 62, 60, 61
16: 50, 24, 10, 62, 38, 34
17: 4, 33, 56, 57, 42, 44
18: 29, 0, 53, 21, 46, 45
19: 52, 17, 53, 47, 61, 60
20: 50, 9, 25, 40, 16, 32
21: 24, 53, 23, 44, 55, 7
22: 36, 59, 40, 21, 38, 50
23: 44, 29, 38, 57, 50, 51
24: 51, 61, 35, 16, 46, 49
25: 45, 1, 54, 61, 10, 23
26: -1, -1, -1, -1, -1, -1
%%%%%%%%%%%%%%%%%%%%%%

1: 32, 24, 37, 5, 46, 8
2: 42, 61, 7, 57, 39, 51
3: 58, 61, 39, 43, 63, 37
4: 43, 9, 19, 50, 20, 25
5: 22, 35, 58, 3, 28, 24
6: 4, 9, 60, 31, 14, 7
7: 59, 33, 45, 15, 57, 0
8: 59, 2, 48, 43, 53, 29
9: 36, 31, 25, 26, 42, 40
10: 8, 32, 45, 40, 10, 35
11: 21, 16, 62, 52, 42, 56
12: 34, 30, 20, 8, 1, 18
13: 38, 55, 10, 8, 62, 61
14: 20, 5, 12, 35, 8, 29
15: 1, 27, 53, 21, 60, 37
16: 35, 23, 30, 56, 47, 26
17: 22, 11, 30, 7, 47, 24
18: 47, 7, 0, 35, 55, 43
19: 20, 4, 57, 44, 21, 17
20: 57, 55, 21, 3, 4, 59
21: 51, 53, 22, 25, 50, 29
22: 61, 12, 6, 51, 47, 16
23: 10, 18, 46, 17, 36, 51
24: 13, 9, 20, 48, 12, 4
25: 17, 5, 47, 54, 1, 20
26: -1, -1, -1, -1, -1, -1
%%%%%%%%%%%%%%%%%%%%%%

1: 31, 57, 50, 49, 17, 19
2: 62, 46, 8, 47, 50, 20
3: 48, 22, 0, 60, 55, 21
4: 3, 60, 22, 39, 18, 52
5: 12, 17, 18, 43, 27, 21
6: 11, 12, 18, 60, 37, 16
7: 33, 8, 41, 38, 21, 42
8: 10, 12, 6, 55, 8, 3
9: 35, 48, 25, 58, 8, 44
10: 11, 17, 60, 29, 59, 51
11: 47, 8, 7, 57, 25, 43
12: 7, 30, 48, 38, 29, 46
13: 44, 21, 29, 33, 18, 40
14: 25, 33, 9, 12, 5, 28
15: 8, 16, 13, 19, 0, 49
16: 24, 17, 42, 10, 41, 38
17: 40, 55, 25, 57, 16, 18
18: 46, 0, 48, 57, 53, 51
19: 53, 47, 17, 14, 52, 34
20: 50, 4, 42, 25, 22, 3
21: 23, 53, 27, 55, 48, 25
22: 40, 21, 60, 61, 20, 52
23: 6, 57, 40, 23, 29, 44
24: 51, 61, 22, 3, 37, 14
25: 10, 45, 1, 40, 12, 44
26: -1, -1, -1, -1, -1, -1
%%%%%%%%%%%%%%%%%%%%%%

1: 32, 24, 54, 5, 41, 18
2: 42, 61, 57, 7, 39, 40
3: 58, 61, 37, 7, 14, 39
4: 9, 20, 50, 43, 25, 61
5: 38, 35, 22, 3, 21, 49
6: 4, 19, 14, 7, 44, 9
7: 4, 33, 45, 15, 54, 0
8: 2, 49, 38, 17, 43, 27
9: 25, 42, 40, 26, 21, 46
10: 35, 4, 52, 56, 59, 37
11: 21, 16, 39, 43, 46, 34
12: 34, 30, 28, 41, 10, 0
13: 55, 38, 19, 10, 37, 13
14: 24, 5, 35, 12, 43, 29
15: 8, 21, 46, 19, 59, 27
16: 47, 62, 1, 20, 23, 10
17: 36, 39, 30, 22, 61, 11
18: 0, 47, 55, 7, 43, 14
19: 4, 21, 20, 17, 33, 59
20: 59, 4, 13, 57, 19, 27
21: 23, 50, 25, 53, 0, 32
22: 28, 61, 6, 49, 12, 13
23: 17, 51, 46, 18, 50, 3
24: 55, 13, 36, 20, 24, 16
25: 5, 54, 31, 18, 47, 17
26: -1, -1, -1, -1, -1, -1
%%%%%%%%%%%%%%%%%%%%%%

1: 21, 0, 26, 49, 8, 30
2: 17, 55, 52, 14, 3, 30
3: 12, 58, 6, 37, 33, 53
4: 47, 9, 61, 20, 25, 50
5: 22, 3, 49, 51, 19, 36
6: 36, 8, 7, 4, 44, 19
7: 33, 14, 45, 4, 15, 9
8: 17, 2, 40, 29, 52, 43
9: 25, 42, 28, 40, 21, 54
10: 38, 4, 61, 31, 52, 40
11: 39, 16, 20, 50, 54, 56
12: 34, 53, 30, 51, 60, 47
13: 55, 38, 27, 19, 0, 22
14: 24, 32, 6, 5, 12, 43
15: 46, 56, 8, 21, 31, 2
16: 1, 3, 8, 10, 30, 20
17: 36, 37, 39, 34, 35, 51
18: 0, 47, 3, 43, 28, 39
19: 4, 7, 17, 33, 32, 59
20: 19, 37, 27, 35, 59, 4
21: 32, 50, 23, 34, 53, 57
22: 52, 13, 4, 6, 44, 25
23: 31, 41, 15, 51, 36, 50
24: 20, 46, 39, 56, 11, 38
25: 16, 35, 54, 24, 27, 51
26: -1, -1, -1, -1, -1, -1
%%%%%%%%%%%%%%%%%%%%%%

1: 39, 2, 32, 47, 10, 61
2: 18, 45, 30, 43, 26, 17
3: 59, 20, 43, 37, 35, 33
4: 55, 9, 25, 24, 48, 28
5: 6, 49, 19, 30, 46, 3
6: 14, 4, 2, 28, 53, 29
7: 9, 49, 47, 45, 7, 33
8: 2, 38, 11, 9, 57, 22
9: 31, 9, 25, 26, 23, 11
10: 34, 35, 27, 58, 10, 4
11: 56, 13, 16, 11, 48, 33
12: 30, 18, 32, 52, 8, 1
13: 55, 36, 62, 0, 27, 41
14: 8, 5, 42, 37, 32, 38
15: 27, 42, 37, 43, 44, 8
16: 7, 25, 56, 26, 28, 3
17: 61, 47, 51, 24, 58, 48
18: 35, 0, 5, 19, 16, 47
19: 20, 8, 57, 4, 44, 63
20: 57, 4, 55, 23, 21, 44
21: 0, 25, 48, 53, 29, 6
22: 61, 51, 12, 16, 14, 49
23: 28, 36, 18, 10, 46, 27
24: 20, 62, 9, 36, 47, 58
25: 17, 20, 47, 31, 55, 10
26: -1, -1, -1, -1, -1, -1
%%%%%%%%%%%%%%%%%%%%%%

1: 27, 60, 62, 13, 55, 44
2: 19, 60, 46, 24, 35, 15
3: 62, 9, 5, 13, 18, 60
4: 18, 59, 57, 52, 29, 34
5: 10, 63, 15, 27, 56, 41
6: 6, 12, 55, 35, 23, 28
7: 12, 33, 16, 8, 50, 41
8: 50, 6, 8, 18, 17, 46
9: 61, 25, 38, 46, 19, 33
10: 59, 50, 41, 39, 51, 30
11: 28, 34, 63, 12, 43, 5
12: 28, 30, 10, 12, 2, 54
13: 33, 55, 31, 17, 6, 7
14: 5, 53, 43, 56, 13, 0
15: 19, 6, 8, 33, 53, 23
16: 15, 38, 24, 62, 10, 14
17: 57, 32, 42, 61, 18, 25
18: 0, 37, 8, 18, 63, 57
19: 61, 34, 47, 17, 4, 59
20: 12, 8, 4, 9, 25, 32
21: 25, 42, 53, 48, 23, 7
22: 40, 46, 39, 61, 50, 6
23: 57, 16, 38, 61, 51, 54
24: 36, 61, 51, 40, 20, 14
25: 10, 42, 1, 59, 23, 44
26: -1, -1, -1, -1, -1, -1
%%%%%%%%%%%%%%%%%%%%%%

1: 37, 40, 9, 13, 0, 52
2: 58, 37, 22, 17, 35, 60
3: 42, 62, 49, 27, 7, 17
4: 10, 59, 40, 19, 47, 25
5: 1, 35, 40, 10, 25, 59
6: 6, 28, 8, 59, 14, 51
7: 61, 33, 5, 59, 50, 14
8: 32, 49, 2, 53, 43, 28
9: 25, 0, 5, 43, 28, 59
10: 57, 45, 32, 58, 61, 46
11: 14, 23, 52, 31, 44, 18
12: 4, 28, 37, 27, 11, 23
13: 61, 45, 59, 54, 14, 62
14: 5, 49, 26, 52, 23, 8
15: 10, 58, 26, 17, 37, 27
16: 8, 20, 21, 25, 5, 55
17: 32, 3, 13, 5, 7, 35
18: 13, 52, 22, 0, 35, 6
19: 31, 62, 29, 3, 44, 38
20: 6, 4, 23, 21, 55, 18
21: 38, 25, 53, 43, 60, 48
22: 2, 43, 61, 54, 58, 14
23: 13, 34, 35, 54, 10, 20
24: 36, 23, 33, 38, 20, 52
25: 25, 62, 28, 19, 47, 55
26: -1, -1, -1, -1, -1, -1
%%%%%%%%%%%%%%%%%%%%%%

1: 52, 60, 55, 27, 26, 20
2: 37, 38, 19, 1, 34, 0
3: 42, 26, 18, 51, 9, 1
4: 42, 26, 59, 45, 16, 10
5: 40, 10, 63, 14, 15, 59
6: 28, 55, 34, 6, 51, 8
7: 32, 22, 33, 40, 55, 61
8: 50, 12, 22, 7, 32, 49
9: 25, 33, 56, 61, 8, 59
10: 12, 21, 51, 39, 57, 59
11: 12, 31, 44, 5, 4, 23
12: 28, 2, 46, 54, 4, 30
13: 7, 17, 6, 47, 0, 9
14: 13, 56, 49, 0, 62, 53
15: 10, 19, 23, 31, 58, 26
16: 8, 14, 46, 21, 38, 49
17: 18, 42, 62, 32, 43, 3
18: 52, 13, 59, 22, 32, 39
19: 34, 31, 61, 29, 13, 10
20: 8, 12, 6, 43, 9, 4
21: 43, 53, 7, 42, 5, 60
22: 46, 54, 39, 1, 63, 41
23: 34, 55, 16, 20, 39, 22
24: 33, 40, 20, 44, 17, 50
25: 19, 42, 63, 59, 57, 36
26: -1, -1, -1, -1, -1, -1
%%%%%%%%%%%%%%%%%%%%%%

1: 37, 20, 40, 13, 14, 1
2: 1, 58, 44, 21, 17, 59
3: 42, 27, 26, 38, 49, 62
4: 10, 40, 19, 44, 47, 58
5: 40, 1, 25, 59, 35, 55
6: 59, 28, 14, 6, 51, 63
7: 61, 14, 5, 33, 10, 50
8: 22, 32, 2, 49, 7, 48
9: 25, 5, 56, 31, 37, 28
10: 57, 58, 31, 45, 21, 32
11: 44, 14, 23, 52, 31, 16
12: 23, 27, 28, 11, 8, 37
13: 59, 62, 55, 61, 53, 14
14: 5, 49, 26, 52, 8, 23
15: 10, 26, 58, 39, 27, 37
16: 8, 25, 5, 20, 21, 45
17: 32, 3, 13, 7, 5, 46
18: 52, 35, 0, 22, 13, 10
19: 29, 31, 57, 44, 38, 3
20: 23, 3, 6, 55, 21, 4
21: 38, 25, 22, 53, 0, 43
22: 2, 61, 54, 51, 16, 56
23: 10, 34, 46, 27, 54, 36
24: 36, 23, 20, 33, 9, 18
25: 25, 17, 28, 62, 19, 55
26: -1, -1, -1, -1, -1, -1
%%%%%%%%%%%%%%%%%%%%%%

1: 25, 55, 9, 57, 20, 62
2: 19, 38, 47, 46, 1, 25
3: 13, 22, 45, 9, 42, 7
4: 52, 63, 26, 59, 57, 22
5: 10, 27, 15, 56, 41, 17
6: 35, 12, 28, 33, 11, 6
7: 33, 16, 8, 50, 12, 6
8: 6, 8, 17, 18, 46, 10
9: 38, 46, 19, 58, 17, 25
10: 59, 30, 50, 27, 60, 29
11: 57, 43, 28, 16, 9, 34
12: 48, 28, 38, 41, 10, 30
13: 33, 44, 6, 29, 31, 3
14: 5, 50, 25, 53, 12, 56
15: 19, 8, 6, 16, 33, 13
16: 17, 24, 14, 10, 38, 42
17: 18, 61, 57, 55, 20, 42
18: 8, 0, 18, 57, 46, 48
19: 47, 61, 34, 53, 4, 14
20: 12, 4, 44, 50, 8, 55
21: 53, 51, 48, 25, 42, 7
22: 46, 61, 9, 39, 55, 50
23: 38, 57, 54, 40, 6, 10
24: 51, 58, 61, 36, 4, 34
25: 1, 10, 45, 12, 57, 40
26: -1, -1, -1, -1, -1, -1
%%%%%%%%%%%%%%%%%%%%%%

1: 0, 20, 27, 57, 13, 43
2: 59, 62, 1, 38, 8, 2
3: 62, 46, 13, 22, 9, 7
4: 41, 59, 38, 13, 52, 45
5: 10, 15, 1, 41, 59, 39
6: 35, 6, 42, 28, 39, 12
7: 16, 33, 12, 50, 59, 8
8: 18, 8, 6, 25, 46, 17
9: 19, 38, 46, 33, 3, 61
10: 50, 59, 12, 6, 30, 39
11: 31, 34, 5, 12, 28, 43
12: 28, 10, 46, 41, 54, 30
13: 6, 17, 33, 8, 32, 44
14: 12, 56, 5, 13, 53, 1
15: 19, 8, 60, 6, 13, 0
16: 15, 14, 62, 24, 10, 17
17: 18, 57, 42, 55, 61, 56
18: 0, 18, 46, 8, 57, 63
19: 34, 47, 61, 52, 53, 56
20: 12, 8, 44, 4, 50, 55
21: 51, 53, 39, 13, 48, 7
22: 46, 39, 61, 41, 50, 9
23: 23, 57, 42, 7, 58, 2
24: 34, 61, 37, 62, 41, 42
25: 39, 10, 1, 57, 2, 34
26: -1, -1, -1, -1, -1, -1
%%%%%%%%%%%%%%%%%%%%%%

1: 37, 20, 9, 13, 21, 40
2: 58, 22, 59, 35, 7, 42
3: 62, 49, 27, 42, 7, 46
4: 10, 47, 40, 4, 59, 56
5: 1, 35, 40, 10, 25, 59
6: 6, 59, 28, 8, 51, 19
7: 61, 5, 59, 15, 50, 14
8: 43, 49, 2, 32, 53, 28
9: 36, 5, 30, 46, 28, 43
10: 57, 45, 56, 58, 61, 30
11: 52, 23, 16, 41, 9, 62
12: 4, 37, 8, 22, 28, 30
13: 61, 62, 45, 47, 24, 44
14: 5, 59, 52, 49, 8, 26
15: 58, 10, 26, 14, 8, 17
16: 5, 20, 8, 11, 13, 25
17: 7, 3, 13, 17, 24, 5
18: 13, 22, 8, 52, 0, 48
19: 31, 57, 28, 56, 37, 36
20: 6, 55, 21, 4, 57, 56
21: 51, 53, 52, 23, 39, 21
22: 9, 2, 45, 61, 27, 20
23: 35, 46, 10, 20, 54, 13
24: 33, 6, 62, 61, 34, 2
25: 25, 1, 62, 17, 45, 10
26: -1, -1, -1, -1, -1, -1
%%%%%%%%%%%%%%%%%%%%%%

1: 31, 57, 50, 19, 17, 47
2: 38, 62, 8, 29, 46, 47
3: 48, 0, 60, 22, 55, 21
4: 3, 60, 22, 18, 39, 63
5: 18, 12, 40, 17, 21, 50
6: 12, 28, 35, 54, 11, 18
7: 41, 21, 8, 17, 42, 38
8: 3, 8, 10, 6, 43, 55
9: 1, 46, 35, 48, 58, 41
10: 30, 29, 60, 11, 44, 55
11: 47, 28, 7, 8, 43, 57
12: 41, 42, 7, 58, 29, 30
13: 44, 33, 21, 29, 40, 30
14: 33, 25, 5, 28, 50, 43
15: 16, 8, 6, 13, 49, 29
16: 24, 10, 41, 42, 17, 50
17: 40, 36, 57, 52, 55, 25
18: 46, 0, 53, 18, 21, 57
19: 14, 53, 47, 52, 17, 1
20: 42, 50, 25, 5, 4, 22
21: 23, 53, 55, 12, 14, 27
22: 40, 21, 60, 50, 6, 36
23: 6, 57, 29, 51, 40, 23
24: 51, 61, 4, 16, 22, 14
25: 45, 1, 10, 12, 40, 44
26: -1, -1, -1, -1, -1, -1
%%%%%%%%%%%%%%%%%%%%%%

1: 31, 57, 19, 14, 50, 4
2: 63, 27, 8, 38, 62, 46
3: 0, 48, 55, 22, 21, 60
4: 18, 60, 22, 3, 34, 29
5: 50, 12, 21, 18, 39, 38
6: 46, 37, 11, 56, 16, 50
7: 41, 8, 38, 16, 42, 26
8: 8, 55, 45, 46, 3, 10
9: 46, 41, 1, 35, 3, 48
10: 30, 60, 55, 11, 17, 29
11: 28, 43, 47, 7, 8, 62
12: 41, 42, 29, 7, 30, 58
13: 44, 33, 21, 29, 40, 30
14: 33, 5, 28, 25, 43, 30
15: 8, 16, 49, 6, 13, 29
16: 24, 10, 41, 42, 17, 15
17: 40, 57, 52, 36, 55, 56
18: 46, 0, 53, 18, 21, 40
19: 14, 53, 47, 52, 17, 1
20: 42, 50, 25, 22, 5, 4
21: 23, 53, 27, 55, 12, 14
22: 40, 60, 21, 50, 6, 36
23: 57, 6, 29, 23, 51, 50
24: 51, 61, 22, 4, 16, 14
25: 45, 10, 1, 44, 12, 40
26: -1, -1, -1, -1, -1, -1
%%%%%%%%%%%%%%%%%%%%%%

1: 32, 63, 5, 6, 46, 48
2: 42, 61, 7, 57, 39, 51
3: 58, 39, 61, 37, 7, 44
4: 9, 50, 43, 48, 38, 20
5: 3, 22, 38, 35, 21, 44
6: 19, 7, 14, 4, 44, 5
7: 33, 4, 37, 48, 0, 10
8: 2, 17, 43, 29, 27, 49
9: 25, 46, 40, 21, 42, 0
10: 4, 56, 52, 2, 35, 10
11: 21, 62, 39, 46, 54, 49
12: 0, 34, 30, 33, 44, 49
13: 55, 19, 10, 57, 38, 48
14: 5, 12, 47, 24, 43, 29
15: 8, 21, 25, 45, 52, 11
16: 23, 47, 48, 7, 20, 3
17: 60, 39, 36, 30, 54, 61
18: 55, 0, 58, 19, 47, 33
19: 21, 4, 56, 17, 32, 33
20: 28, 5, 4, 59, 42, 13
21: 23, 50, 63, 10, 53, 56
22: 28, 18, 50, 6, 3, 25
23: 17, 51, 50, 14, 0, 56
24: 13, 16, 5, 8, 55, 10
25: 5, 18, 47, 22, 57, 54
26: -1, -1, -1, -1, -1, -1
%%%%%%%%%%%%%%%%%%%%%%

1: 7, 49, 62, 46, 5, 30
2: 20, 61, 12, 51, 32, 4
3: 58, 37, 4, 53, 44, 29
4: 9, 4, 61, 44, 25, 23
5: 16, 51, 3, 31, 22, 35
6: 15, 7, 52, 4, 14, 44
7: 33, 4, 37, 20, 10, 48
8: 17, 46, 2, 43, 62, 40
9: 39, 25, 46, 40, 42, 21
10: 4, 40, 47, 0, 37, 56
11: 6, 55, 46, 21, 39, 62
12: 0, 34, 30, 17, 25, 60
13: 42, 55, 19, 57, 38, 41
14: 24, 5, 12, 40, 43, 42
15: 8, 37, 45, 44, 21, 29
16: 7, 48, 1, 3, 62, 23
17: 36, 39, 47, 11, 24, 61
18: 0, 47, 54, 55, 11, 5
19: 21, 20, 56, 4, 63, 53
20: 57, 59, 4, 5, 37, 42
21: 23, 50, 53, 32, 47, 9
22: 28, 18, 61, 6, 50, 12
23: 17, 51, 36, 2, 50, 39
24: 55, 13, 51, 20, 16, 15
25: 5, 47, 18, 55, 60, 11
26: -1, -1, -1, -1, -1, -1
%%%%%%%%%%%%%%%%%%%%%%

1: 21, 26, 8, 1, 11, 52
2: 17, 55, 7, 12, 5, 52
3: 33, 37, 6, 12, 53, 58
4: 9, 47, 61, 23, 21, 2
5: 3, 51, 31, 22, 6, 59
6: 8, 36, 7, 44, 14, 5
7: 33, 37, 14, 44, 10, 4
8: 17, 2, 14, 29, 40, 61
9: 25, 28, 40, 21, 42, 54
10: 38, 4, 61, 31, 40, 56
11: 62, 39, 55, 50, 30, 21
12: 53, 34, 0, 30, 44, 51
13: 55, 19, 42, 57, 0, 27
14: 32, 24, 43, 5, 12, 40
15: 46, 56, 8, 20, 29, 31
16: 1, 20, 3, 10, 48, 58
17: 36, 39, 34, 37, 28, 35
18: 0, 47, 34, 28, 21, 43
19: 7, 17, 4, 32, 55, 33
20: 37, 35, 11, 45, 4, 5
21: 23, 50, 32, 46, 63, 44
22: 50, 52, 6, 4, 44, 0
23: 41, 51, 50, 15, 36, 31
24: 20, 39, 16, 11, 56, 46
25: 24, 16, 35, 51, 9, 4
26: -1, -1, -1, -1, -1, -1
%%%%%%%%%%%%%%%%%%%%%%

1: 39, 48, 36, 38, 2, 47
2: 18, 43, 17, 45, 30, 26
3: 37, 20, 19, 33, 2, 43
4: 55, 7, 9, 24, 48, 35
5: 19, 30, 34, 0, 46, 44
6: 15, 2, 14, 4, 63, 48
7: 63, 35, 9, 13, 47, 49
8: 61, 2, 11, 14, 9, 16
9: 51, 6, 26, 25, 11, 31
10: 34, 10, 45, 4, 35, 18
11: 62, 13, 11, 52, 14, 42
12: 18, 52, 32, 3, 49, 44
13: 55, 11, 62, 61, 0, 19
14: 8, 32, 5, 37, 42, 18
15: 42, 27, 31, 8, 37, 43
16: 7, 56, 28, 25, 20, 3
17: 47, 61, 51, 24, 58, 48
18: 5, 0, 16, 19, 35, 13
19: 8, 20, 57, 44, 4, 59
20: 57, 5, 4, 21, 55, 37
21: 6, 22, 53, 23, 29, 25
22: 51, 61, 12, 16, 32, 43
23: 36, 27, 28, 18, 14, 10
24: 20, 9, 12, 62, 45, 18
25: 17, 47, 20, 31, 40, 60
26: -1, -1, -1, -1, -1, -1
%%%%%%%%%%%%%%%%%%%%%%

1: 10, 52, 49, 24, 41, 1
2: 9, 15, 34, 40, 55, 22
3: 59, 56, 37, 52, 47, 4
4: 23, 17, 9, 57, 20, 7
5: 60, 0, 51, 58, 3, 23
6: 49, 7, 52, 44, 10, 14
7: 33, 9, 48, 63, 44, 37
8: 34, 17, 5, 2, 61, 29
9: 25, 54, 21, 40, 26, 42
10: 4, 26, 52, 56, 40, 2
11: 45, 62, 50, 39, 19, 21
12: 20, 55, 50, 30, 34, 44
13: 55, 19, 32, 57, 23, 7
14: 29, 5, 43, 40, 12, 17
15: 21, 8, 56, 31, 59, 45
16: 23, 48, 20, 3, 1, 10
17: 11, 39, 36, 4, 2, 34
18: 47, 0, 28, 13, 26, 31
19: 4, 56, 21, 33, 17, 18
20: 28, 59, 4, 5, 32, 37
21: 47, 50, 63, 23, 57, 53
22: 18, 28, 50, 31, 6, 61
23: 17, 51, 50, 36, 56, 44
24: 55, 20, 13, 16, 4, 39
25: 5, 35, 18, 14, 16, 4
26: -1, -1, -1, -1, -1, -1
%%%%%%%%%%%%%%%%%%%%%%

1: 21, 8, 12, 35, 15, 59
2: 52, 22, 31, 55, 40, 14
3: 56, 54, 59, 47, 33, 12
4: 23, 17, 9, 47, 27, 61
5: 48, 60, 0, 58, 19, 31
6: 36, 10, 49, 58, 40, 44
7: 48, 33, 9, 58, 54, 52
8: 31, 17, 34, 5, 14, 40
9: 54, 25, 47, 21, 40, 32
10: 38, 4, 26, 52, 31, 56
11: 51, 45, 62, 50, 39, 20
12: 50, 53, 55, 20, 34, 43
13: 32, 55, 22, 19, 16, 23
14: 5, 29, 43, 17, 32, 40
15: 46, 56, 21, 29, 8, 6
16: 58, 23, 20, 1, 10, 30
17: 36, 34, 39, 2, 16, 60
18: 0, 47, 28, 63, 21, 27
19: 25, 17, 7, 4, 55, 32
20: 32, 4, 28, 17, 27, 16
21: 57, 12, 53, 46, 3, 63
